Sentiment,HelpFul,Title,Review
5,1,classroom curtains = FANTASTIC!,"These are absolutely beautiful in my classroom! My classroom windows are HUGE and over 70 years old! These windows cover them nicely and keep the room a comfortable temperature.<br><br>I dim the lights and turn on lamps in the classroom often, and with the lights off the constellations shine and sparkle through the curtain. My students and guests that come to the room all love it! I teach space science, and these curtains are one small way to get the kids interested in the mystery of the stars &lt;3"
5,2,Perfect!,Beautiful looks like real wood
5,1,Yes,Product is exactly as described. Would buy again from this seller! 100% happy!
5,0,headline,colorful
5,0,Exactly as pictured,Surprisingly pleased
5,0,Beautiful,"These are the nicest curtains I have ever bought. The material is a good quality and on the heavy side which I like. It may not ""block"" out the sun but I like how it keeps the brightness out while still letting light in. The colors match my kitchen perfectly and I couldn't be happier with the purchase. Thanks."
1,0,,The print was WAY to large.  I thought the woodland characters were small... but they are 10-12” tall!  The picture is misleading.  I will be sending these back.  Also the material is too shiny
5,0,"$60 dollars and a whole wall darkening , and senic beach walkout porch!",Made an effiency on the intercoastal ( facing south.. darker in sunlight and 3:D larger room. Gonna rent at Madeira beach for $200 more now!
5,0,Great product,Great product. Used it as a room divider.
5,0,There great for any room,I feel like I'm fishing!!!!!
5,0,Festive!,So beautiful for the holidays!
5,0,Awesome,It's just like they advertised it. Colors are great.
3,0,Not shear at all but thick material,Not Shear at all
5,0,Cute for child's room.,Very cute but I wished it came in 90 length.
5,0,"Good material, fun prints!",I needed a pop of color in my living room &amp; these curtains did just that! I get lots of compliments on them. They are a decent material for the price.
5,0,Awesome curtains!,I absolutely love these curtains! Very nice material. Great addition to my living room!
5,1,Good quality and beautiful,L[ks great withe the lighted curtains underneath
5,0,Beautiful Design!,"I love GrecoRoman design and these really standout! They're thin so they don't block sunlight very well, but the design is just so perfect!"
5,0,One very happy customer,"Super speedy shipping, not pixelated at all, bright brilliant colors A+++ seller! Will do business again."
5,0,Great!,These are great
5,0,Awesome,Used as a backdrop for bowling booth at school fair! Looked amazing! Shipped quick.
5,0,"84 block sun out curtains, love them",Love these curtains.
1,1,I hope I get the right ones this time.,The curtains were not black and white.they are dark yellow with diffent squares. I liked them.im going to keep them. I will have to reorder the black ones.
5,0,Room looks way cooler than I had expected,Love the backdrop!!
5,0,Not actually wood.,Not exactly what I was looking for but I found another use for it.
5,0,Amazing,"I got New York Curtains, it is better than I expected. I really recommend."
3,0,"Good material, but blurry imagery","I read several reviews before purchase noting that the image on the curtains is blurry. It really is. Maybe if you're 15ft away the curtains look ok, but close up, it's like a bad watercolor where the edges have bled into the background. For something intended to look photorealistic, it just doesn't work. This is a pity, because otherwise the material is a nice, reasonably thick fabric and does a good job if you're looking for a light filtering curtain."
4,0,Perfect picture,"Love having the ""picture"" rather than just curtains"
5,0,Wonderful Wonderful curtain,I love the design it has. Thank you very much
5,0,Cute curtains,Great to separate rooms with. Silky material easy to care for.
5,0,Love the view,They make my bedroom a relaxing place
5,0,Great buy,For Use in my living room
5,1,Great as a background for video conferences,"I work at home and was looking for a curtain that I could put behind me when in video conferences, in order to avoid distractions from the rest of my home office. This curtain provides a great background image. I can joke about working at the beach, even though I live in the rainy Northwest!"
5,3,Fun,"Fun drape. Colors are not as bright as thought but still a fun drape. Fun because this is not made to be in a formal setting. Great for kids, man cave etc. Keep in mind this has no ruffle above rod pocket, it just hangs. Paired with white drapes works for me otherwise not substantial enough."
5,0,Most awesome curtains EVER,"I was so pleased with the thickness of these. Thought they would be sheer, they are not and give privacy plus look amazing."
5,0,Curtains,Beautiful
5,2,Exactly what I ordered,Love my curtains! It’s exactly what I ordered 
5,0,Love this Festive Curtain!,"Fast delivery, good quality and design as pictured. Can't wait to use this curtain this winter season. How fun is this?"
5,0,painting on the wall,its for kitchen door curtain for privacy and shade.  I like the design like looking out the garden.
5,0,Like a painting on the wall.,love looking at it.
4,0,As is in pictures.  Does not block much light.,"Like the item, just too transparent.  Am having someone seem in a backing to it, possibly a dark out backing."
5,0,Much better than expected,"I liked the picture of the product, so I ordered it, but I never expected it to be so stunningly beautiful and doing exactly the shading job I needed these curtains to do. Worth the money."
2,0,Color is very bright yellow and red.,"I wanted this curtain for a back porch. I had Invisoned a wood look. The pattern was less bamboo wood, and more yellow with a red stripe I had not noticed in the photo."
1,0,Hard to tell from photo what it will be in actuallity.,"Instead of a marble effect, the curtain looked like a dirty splotched panel."
5,0,Beauty full,Beauty full
5,0,Beauty full,Beauty full
5,9,Our Own Paridise,Able to create our own paradise.  Reminds us of our trip to the Polynesian Islands.  Gives our Florida Room a real tropical feeling. I turned them into hanging like a shower curtain Just added a slit and a hook.
5,0,Perfect for me,Beautiful curtain for my nieces room.
5,0,Need a steamer to remove wrinkles,Exactly what I wanted
